item,channel,attacker_stat,nominal_ar,defender_all_attributes,defense,pressure,penetration,reduction_percent
irons_spellbooks:amethyst_rapier,PHYSICAL,5,8,99,57.0000,0.10,0.583941606,41.605839
irons_spellbooks:amethyst_rapier,PHYSICAL,20,9.6884,5,10.0000,0.10,0.906440627,9.355937
irons_spellbooks:amethyst_rapier,PHYSICAL,20,9.6884,40,27.5000,0.10,0.778910471,22.108953
irons_spellbooks:amethyst_rapier,PHYSICAL,20,9.6884,99,57.0000,0.10,0.629591121,37.040888
irons_spellbooks:amethyst_rapier,PHYSICAL,40,11.3769,5,10.0000,0.10,0.919204324,8.079568
irons_spellbooks:amethyst_rapier,PHYSICAL,40,11.3769,40,27.5000,0.10,0.805335919,19.466408
irons_spellbooks:amethyst_rapier,PHYSICAL,40,11.3769,99,57.0000,0.10,0.666215765,33.378423
irons_spellbooks:amethyst_rapier,PHYSICAL,60,12.5025,5,10.0000,0.10,0.925939641,7.406036
irons_spellbooks:amethyst_rapier,PHYSICAL,60,12.5025,40,27.5000,0.10,0.819701688,18.029831
irons_spellbooks:amethyst_rapier,PHYSICAL,60,12.5025,99,57.0000,0.10,0.686856201,31.314380
irons_spellbooks:amethyst_rapier,PHYSICAL,99,13.6,5,10.0000,0.10,0.931506849,6.849315
irons_spellbooks:amethyst_rapier,PHYSICAL,99,13.6,40,27.5000,0.10,0.831804281,16.819572
irons_spellbooks:amethyst_rapier,PHYSICAL,99,13.6,99,57.0000,0.10,0.704663212,29.533679
irons_spellbooks:boreal_blade,PHYSICAL,5,16,5,10.0000,0.10,0.941176471,5.882353
irons_spellbooks:boreal_blade,PHYSICAL,5,16,40,27.5000,0.10,0.853333333,14.666667
irons_spellbooks:boreal_blade,PHYSICAL,5,16,99,57.0000,0.10,0.737327189,26.267281
irons_spellbooks:boreal_blade,PHYSICAL,20,19.3769,5,10.0000,0.10,0.950924822,4.907518
irons_spellbooks:boreal_blade,PHYSICAL,20,19.3769,40,27.5000,0.10,0.875716888,12.428311
irons_spellbooks:boreal_blade,PHYSICAL,20,19.3769,99,57.0000,0.10,0.772699177,22.730082
irons_spellbooks:boreal_blade,PHYSICAL,40,22.7538,5,10.0000,0.10,0.957901473,4.209853
irons_spellbooks:boreal_blade,PHYSICAL,40,22.7538,40,27.5000,0.10,0.892172931,10.782707
irons_spellbooks:boreal_blade,PHYSICAL,40,22.7538,99,57.0000,0.10,0.799675263,20.032474
irons_spellbooks:boreal_blade,PHYSICAL,60,25.005,5,10.0000,0.10,0.961545857,3.845414
irons_spellbooks:boreal_blade,PHYSICAL,60,25.005,40,27.5000,0.10,0.900918753,9.908125
irons_spellbooks:boreal_blade,PHYSICAL,60,25.005,99,57.0000,0.10,0.814362482,18.563752
irons_spellbooks:boreal_blade,PHYSICAL,99,27.2,5,10.0000,0.10,0.964539007,3.546099
irons_spellbooks:boreal_blade,PHYSICAL,99,27.2,40,27.5000,0.10,0.908180301,9.181970
irons_spellbooks:boreal_blade,PHYSICAL,99,27.2,99,57.0000,0.10,0.826747720,17.325228
irons_spellbooks:claymore,PHYSICAL,5,10,5,10.0000,0.10,0.909090909,9.090909
irons_spellbooks:claymore,PHYSICAL,5,10,40,27.5000,0.10,0.784313725,21.568627
irons_spellbooks:claymore,PHYSICAL,5,10,99,57.0000,0.10,0.636942675,36.305732
irons_spellbooks:claymore,PHYSICAL,20,12.1106,5,10.0000,0.10,0.923725840,7.627416
irons_spellbooks:claymore,PHYSICAL,20,12.1106,40,27.5000,0.10,0.814946907,18.505309
irons_spellbooks:claymore,PHYSICAL,20,12.1106,99,57.0000,0.10,0.679965863,32.003414
irons_spellbooks:claymore,PHYSICAL,40,14.2211,5,10.0000,0.10,0.934301726,6.569827
irons_spellbooks:claymore,PHYSICAL,40,14.2211,40,27.5000,0.10,0.837959826,16.204017
irons_spellbooks:claymore,PHYSICAL,40,14.2211,99,57.0000,0.10,0.713871222,28.612878
irons_spellbooks:claymore,PHYSICAL,60,15.6281,5,10.0000,0.10,0.939860838,6.013916
irons_spellbooks:claymore,PHYSICAL,60,15.6281,40,27.5000,0.10,0.850365381,14.963462
irons_spellbooks:claymore,PHYSICAL,60,15.6281,99,57.0000,0.10,0.732746939,26.725306
irons_spellbooks:claymore,PHYSICAL,99,17,5,10.0000,0.10,0.944444444,5.555556
irons_spellbooks:claymore,PHYSICAL,99,17,40,27.5000,0.10,0.860759494,13.924051
irons_spellbooks:claymore,PHYSICAL,99,17,99,57.0000,0.10,0.748898678,25.110132
irons_spellbooks:decrepit_scythe,PHYSICAL,5,11,5,10.0000,0.10,0.916666667,8.333333
irons_spellbooks:decrepit_scythe,PHYSICAL,5,11,40,27.5000,0.10,0.800000000,20.000000
irons_spellbooks:decrepit_scythe,PHYSICAL,5,11,99,57.0000,0.10,0.658682635,34.131737
irons_spellbooks:decrepit_scythe,PHYSICAL,20,13.3216,5,10.0000,0.10,0.930175399,6.982460
irons_spellbooks:decrepit_scythe,PHYSICAL,20,13.3216,40,27.5000,0.10,0.828890714,17.110929
irons_spellbooks:decrepit_scythe,PHYSICAL,20,13.3216,99,57.0000,0.10,0.700340665,29.965933
irons_spellbooks:decrepit_scythe,PHYSICAL,40,15.6432,5,10.0000,0.10,0.939915401,6.008460
irons_spellbooks:decrepit_scythe,PHYSICAL,40,15.6432,40,27.5000,0.10,0.850488224,14.951178
irons_spellbooks:decrepit_scythe,PHYSICAL,40,15.6432,99,57.0000,0.10,0.732936017,26.706398
irons_spellbooks:decrepit_scythe,PHYSICAL,60,17.191,5,10.0000,0.10,0.945027761,5.497224
irons_spellbooks:decrepit_scythe,PHYSICAL,60,17.191,40,27.5000,0.10,0.862093175,13.790683
irons_spellbooks:decrepit_scythe,PHYSICAL,60,17.191,99,57.0000,0.10,0.750993840,24.900616
irons_spellbooks:decrepit_scythe,PHYSICAL,99,18.7,5,10.0000,0.10,0.949238579,5.076142
irons_spellbooks:decrepit_scythe,PHYSICAL,99,18.7,40,27.5000,0.10,0.871794872,12.820513
irons_spellbooks:decrepit_scythe,PHYSICAL,99,18.7,99,57.0000,0.10,0.766393443,23.360656
irons_spellbooks:hellrazor,PHYSICAL,5,13,5,10.0000,0.10,0.928571429,7.142857
irons_spellbooks:hellrazor,PHYSICAL,5,13,40,27.5000,0.10,0.825396825,17.460317
irons_spellbooks:hellrazor,PHYSICAL,5,13,99,57.0000,0.10,0.695187166,30.481283
irons_spellbooks:hellrazor,PHYSICAL,20,15.7437,5,10.0000,0.10,0.940276044,5.972396
irons_spellbooks:hellrazor,PHYSICAL,20,15.7437,40,27.5000,0.10,0.851300713,14.869929
irons_spellbooks:hellrazor,PHYSICAL,20,15.7437,99,57.0000,0.10,0.734187664,26.581234
irons_spellbooks:hellrazor,PHYSICAL,40,18.4874,5,10.0000,0.10,0.948684791,5.131521
irons_spellbooks:hellrazor,PHYSICAL,40,18.4874,40,27.5000,0.10,0.870511456,12.948854
irons_spellbooks:hellrazor,PHYSICAL,40,18.4874,99,57.0000,0.10,0.764340111,23.565989
irons_spellbooks:hellrazor,PHYSICAL,60,20.3166,5,10.0000,0.10,0.953088204,4.691180
irons_spellbooks:hellrazor,PHYSICAL,60,20.3166,40,27.5000,0.10,0.880780002,11.922000
irons_spellbooks:hellrazor,PHYSICAL,60,20.3166,99,57.0000,0.10,0.780909112,21.909089
irons_spellbooks:hellrazor,PHYSICAL,99,22.1,5,10.0000,0.10,0.956709957,4.329004
irons_spellbooks:hellrazor,PHYSICAL,99,22.1,40,27.5000,0.10,0.889336016,11.066398
irons_spellbooks:hellrazor,PHYSICAL,99,22.1,99,57.0000,0.10,0.794964029,20.503597
irons_spellbooks:magehunter,PHYSICAL,5,7,5,10.0000,0.10,0.875000000,12.500000
irons_spellbooks:magehunter,PHYSICAL,5,7,40,27.5000,0.10,0.717948718,28.205128
irons_spellbooks:magehunter,PHYSICAL,5,7,99,57.0000,0.10,0.551181102,44.881890
irons_spellbooks:magehunter,PHYSICAL,20,8.4774,5,10.0000,0.10,0.894485829,10.551417
irons_spellbooks:magehunter,PHYSICAL,20,8.4774,40,27.5000,0.10,0.755063505,24.493649
irons_spellbooks:magehunter,PHYSICAL,20,8.4774,99,57.0000,0.10,0.597951670,40.204833
irons_spellbooks:magehunter,PHYSICAL,40,9.9548,5,10.0000,0.10,0.908715814,9.128419
irons_spellbooks:magehunter,PHYSICAL,40,9.9548,40,27.5000,0.10,0.783546376,21.645362
irons_spellbooks:magehunter,PHYSICAL,40,9.9548,99,57.0000,0.10,0.635894422,36.410558
irons_spellbooks:magehunter,PHYSICAL,60,10.9397,5,10.0000,0.10,0.916245802,8.375420
irons_spellbooks:magehunter,PHYSICAL,60,10.9397,40,27.5000,0.10,0.799119046,20.088095
irons_spellbooks:magehunter,PHYSICAL,60,10.9397,99,57.0000,0.10,0.657445747,34.255425
irons_spellbooks:magehunter,PHYSICAL,99,11.9,5,10.0000,0.10,0.922480620,7.751938
irons_spellbooks:magehunter,PHYSICAL,99,11.9,40,27.5000,0.10,0.812286689,18.771331
irons_spellbooks:magehunter,PHYSICAL,99,11.9,99,57.0000,0.10,0.676136364,32.386364
irons_spellbooks:spellbreaker,PHYSICAL,5,10,5,10.0000,0.10,0.909090909,9.090909
irons_spellbooks:spellbreaker,PHYSICAL,5,10,40,27.5000,0.10,0.784313725,21.568627
irons_spellbooks:spellbreaker,PHYSICAL,5,10,99,57.0000,0.10,0.636942675,36.305732
irons_spellbooks:spellbreaker,PHYSICAL,20,12.1106,5,10.0000,0.10,0.923725840,7.627416
irons_spellbooks:spellbreaker,PHYSICAL,20,12.1106,40,27.5000,0.10,0.814946907,18.505309
irons_spellbooks:spellbreaker,PHYSICAL,20,12.1106,99,57.0000,0.10,0.679965863,32.003414
irons_spellbooks:spellbreaker,PHYSICAL,40,14.2211,5,10.0000,0.10,0.934301726,6.569827
irons_spellbooks:spellbreaker,PHYSICAL,40,14.2211,40,27.5000,0.10,0.837959826,16.204017
irons_spellbooks:spellbreaker,PHYSICAL,40,14.2211,99,57.0000,0.10,0.713871222,28.612878
irons_spellbooks:spellbreaker,PHYSICAL,60,15.6281,5,10.0000,0.10,0.939860838,6.013916
irons_spellbooks:spellbreaker,PHYSICAL,60,15.6281,40,27.5000,0.10,0.850365381,14.963462
irons_spellbooks:spellbreaker,PHYSICAL,60,15.6281,99,57.0000,0.10,0.732746939,26.725306
irons_spellbooks:spellbreaker,PHYSICAL,99,17,5,10.0000,0.10,0.944444444,5.555556
irons_spellbooks:spellbreaker,PHYSICAL,99,17,40,27.5000,0.10,0.860759494,13.924051
irons_spellbooks:spellbreaker,PHYSICAL,99,17,99,57.0000,0.10,0.748898678,25.110132
irons_spellbooks:twilight_gale,PHYSICAL,5,13,5,10.0000,0.10,0.928571429,7.142857
irons_spellbooks:twilight_gale,PHYSICAL,5,13,40,27.5000,0.10,0.825396825,17.460317
irons_spellbooks:twilight_gale,PHYSICAL,5,13,99,57.0000,0.10,0.695187166,30.481283
irons_spellbooks:twilight_gale,PHYSICAL,20,15.7437,5,10.0000,0.10,0.940276044,5.972396
irons_spellbooks:twilight_gale,PHYSICAL,20,15.7437,40,27.5000,0.10,0.851300713,14.869929
irons_spellbooks:twilight_gale,PHYSICAL,20,15.7437,99,57.0000,0.10,0.734187664,26.581234
irons_spellbooks:twilight_gale,PHYSICAL,40,18.4874,5,10.0000,0.10,0.948684791,5.131521
irons_spellbooks:twilight_gale,PHYSICAL,40,18.4874,40,27.5000,0.10,0.870511456,12.948854
irons_spellbooks:twilight_gale,PHYSICAL,40,18.4874,99,57.0000,0.10,0.764340111,23.565989
irons_spellbooks:twilight_gale,PHYSICAL,60,20.3166,5,10.0000,0.10,0.953088204,4.691180
irons_spellbooks:twilight_gale,PHYSICAL,60,20.3166,40,27.5000,0.10,0.880780002,11.922000
irons_spellbooks:twilight_gale,PHYSICAL,60,20.3166,99,57.0000,0.10,0.780909112,21.909089
irons_spellbooks:twilight_gale,PHYSICAL,99,22.1,5,10.0000,0.10,0.956709957,4.329004
irons_spellbooks:twilight_gale,PHYSICAL,99,22.1,40,27.5000,0.10,0.889336016,11.066398
irons_spellbooks:twilight_gale,PHYSICAL,99,22.1,99,57.0000,0.10,0.794964029,20.503597
irons_spellbooks:autoloader_crossbow,PIERCE,5,1,5,10.0000,0.10,0.500000000,50.000000
irons_spellbooks:autoloader_crossbow,PIERCE,5,1,40,22.2500,0.10,0.310077519,68.992248
irons_spellbooks:autoloader_crossbow,PIERCE,5,1,99,42.9000,0.10,0.189035917,81.096408
irons_spellbooks:autoloader_crossbow,PIERCE,20,1.2111,5,10.0000,0.10,0.547736421,45.226358
irons_spellbooks:autoloader_crossbow,PIERCE,20,1.2111,40,22.2500,0.10,0.352463549,64.753645
irons_spellbooks:autoloader_crossbow,PIERCE,20,1.2111,99,42.9000,0.10,0.220155969,77.984403
irons_spellbooks:autoloader_crossbow,PIERCE,40,1.4221,5,10.0000,0.10,0.587135131,41.286487
irons_spellbooks:autoloader_crossbow,PIERCE,40,1.4221,40,22.2500,0.10,0.389926243,61.007376
irons_spellbooks:autoloader_crossbow,PIERCE,40,1.4221,99,42.9000,0.10,0.248962728,75.103727
irons_spellbooks:autoloader_crossbow,PIERCE,60,1.5628,5,10.0000,0.10,0.609801779,39.019822
irons_spellbooks:autoloader_crossbow,PIERCE,60,1.5628,40,22.2500,0.10,0.412587782,58.741222
irons_spellbooks:autoloader_crossbow,PIERCE,60,1.5628,99,42.9000,0.10,0.267017496,73.298250
irons_spellbooks:autoloader_crossbow,PIERCE,99,1.7,5,10.0000,0.10,0.629629630,37.037037
irons_spellbooks:autoloader_crossbow,PIERCE,99,1.7,40,22.2500,0.10,0.433121019,56.687898
irons_spellbooks:autoloader_crossbow,PIERCE,99,1.7,99,42.9000,0.10,0.283806344,71.619366

